repository	commit	date	subject	subsystem	disposition	relevance reason
v8/v8	9bd229d8fb5d158e86945d92322f4db7700a9980	2025-10-10T21:02:41-07:00	Update V8 DEPS (trusted)	other	screened-out	No subject or changed-path match to the defined engine/runtime mechanisms. Present only on the newer endpoint side of the symmetric tag comparison.
v8/v8	5f1d471b6c00e4a165722709e0086b5c4130ee65	2025-10-10T22:02:33-07:00	Update fuzztest (trusted)	other	screened-out	No subject or changed-path match to the defined engine/runtime mechanisms. Present only on the newer endpoint side of the symmetric tag comparison.
v8/v8	12b9f72f94d88ae70168c56ad550d5a5d44034c2	2025-10-11T09:05:02-07:00	Update V8 DEPS (trusted)	other	screened-out	No subject or changed-path match to the defined engine/runtime mechanisms. Present only on the newer endpoint side of the symmetric tag comparison.
v8/v8	b5f0df5b813b173fa63911b9ca6ea525af498e97	2025-10-11T21:03:01-07:00	Update V8 DEPS (trusted)	other	screened-out	No subject or changed-path match to the defined engine/runtime mechanisms. Present only on the newer endpoint side of the symmetric tag comparison.
v8/v8	8101eb68c6bb037f4270cca7f3819f81152ef69e	2025-10-12T09:02:57-07:00	Update V8 DEPS (trusted)	other	screened-out	No subject or changed-path match to the defined engine/runtime mechanisms. Present only on the newer endpoint side of the symmetric tag comparison.
v8/v8	83f2f377627b18001a0e2b9c45566db0a76d29ad	2025-10-09T20:49:48+08:00	[riscv][deopt] Change deopt entries into builtins	compiler-backend-regalloc	retained-by-subject	Subject matched the compiler/Wasm/memory/trap/CPU screening vocabulary. Present only on the newer endpoint side of the symmetric tag comparison.
v8/v8	be4a578ca94328d72bd562513d9c7b4128eccfc9	2025-10-12T21:02:47-07:00	Update V8 DEPS (trusted)	other	screened-out	No subject or changed-path match to the defined engine/runtime mechanisms. Present only on the newer endpoint side of the symmetric tag comparison.
v8/v8	24a64c60b820475552da509534c8660389c2bf9b	2025-10-12T22:33:03-07:00	Update google_benchmark (trusted)	other	screened-out	No subject or changed-path match to the defined engine/runtime mechanisms. Present only on the newer endpoint side of the symmetric tag comparison.
v8/v8	b6d9363706ac9a0980b2a745098da33cdc2186ef	2025-10-13T00:08:15-07:00	Revert "Disallow calling %Optimize... without calling %Prepare..."	codegen-platform	retained-by-path	Changed a screened engine path; diff triaged by subsystem after full-range enumeration. Present only on the newer endpoint side of the symmetric tag comparison.
v8/v8	0a96df301fdaadc26a059ee5cd06fc47f9a662b6	2025-10-13T00:24:37-07:00	Revert "[maglev][turbolev] Remove identity phis when possible"	compiler-turboshaft	retained-by-path	Changed a screened engine path; diff triaged by subsystem after full-range enumeration. Present only on the newer endpoint side of the symmetric tag comparison.
v8/v8	895c4419aca79752f068a432e49fc3caee4ce1d6	2025-10-13T10:40:31+02:00	[turboshaft] Do not emit RuntimeAbort after MachineLoweringPhase	compiler-turboshaft	retained-by-subject	Subject matched the compiler/Wasm/memory/trap/CPU screening vocabulary. Present only on the newer endpoint side of the symmetric tag comparison.
v8/v8	5b4749d758543c2a0cd755af5d58b7e661ab61e7	2025-10-13T11:19:57+02:00	[maglev] Invert polymorphic access chaining conditions.	other	screened-out	No subject or changed-path match to the defined engine/runtime mechanisms. Present only on the newer endpoint side of the symmetric tag comparison.
v8/v8	2e5c26b159136bc2ca7867b71099ca3fcf3dc1da	2025-10-13T12:34:47+02:00	Reland "[d8][wasm] Fix deserialization with differing compile time imports"	wasm-runtime	retained-by-subject	Subject matched the compiler/Wasm/memory/trap/CPU screening vocabulary. Present only on the newer endpoint side of the symmetric tag comparison.
v8/v8	1422aaf11fc088ca09a489877331996f3bf8803b	2025-10-10T14:57:18+02:00	[wasmfx] Represent effect handlers in Turboshaft	wasm-runtime	retained-by-subject	Subject matched the compiler/Wasm/memory/trap/CPU screening vocabulary. Present only on the newer endpoint side of the symmetric tag comparison.
v8/v8	62af07e96173fb03b504f60b01e67d9f2dda695b	2025-10-13T14:22:20+02:00	[ic] Cleanup AccessorAssembler::CallGetterIfAccessor()	codegen-platform	retained-by-path	Changed a screened engine path; diff triaged by subsystem after full-range enumeration. Present only on the newer endpoint side of the symmetric tag comparison.
v8/v8	721ebaaa0248b48fb0486b1e96ef4cf222be79db	2025-10-09T14:30:57+02:00	[wasm] Cleanups around PrepareAndStartCompile	wasm-runtime	retained-by-subject	Subject matched the compiler/Wasm/memory/trap/CPU screening vocabulary. Present only on the newer endpoint side of the symmetric tag comparison.
v8/v8	be082f4011a9fe520f9463949be9096101d875e7	2025-10-13T14:37:18+02:00	[json] Detect some cases where reviver has only 2 args	other	screened-out	No subject or changed-path match to the defined engine/runtime mechanisms. Present only on the newer endpoint side of the symmetric tag comparison.
v8/v8	8339e51590bcdd1ffa1bdad4136202f6fadb4718	2025-10-13T14:33:18+02:00	[snapshot] Handle multiple NativeContexts in context (de)serializer	heap-backing-store	retained-by-path	Changed a screened engine path; diff triaged by subsystem after full-range enumeration. Present only on the newer endpoint side of the symmetric tag comparison.
v8/v8	d6dc50fc350fae2b0368a24221514f9ba471cd48	2025-10-10T10:45:05-04:00	Reland "[Heap] Unify allocation retry loops"	heap-backing-store	retained-by-path	Changed a screened engine path; diff triaged by subsystem after full-range enumeration. Present only on the newer endpoint side of the symmetric tag comparison.
v8/v8	88686bba25bf03068b24bd9ac75538ed50706237	2025-10-13T11:35:55Z	[js_fuzzer] Fix flag contradiction test.	other	screened-out	No subject or changed-path match to the defined engine/runtime mechanisms. Present only on the newer endpoint side of the symmetric tag comparison.
v8/v8	72b0c5f13efaacdf24363cdf267348405d54dc94	2025-10-13T16:31:35+02:00	[clang-format] Unblock presubmit	compiler-turboshaft	retained-by-path	Changed a screened engine path; diff triaged by subsystem after full-range enumeration. Present only on the newer endpoint side of the symmetric tag comparison.
v8/v8	a4c3480dcc21c24daa70563325307d3c8681451c	2025-10-13T14:46:50+02:00	[wasmfx] Consolidate effect handlers in the Turboshaft interface	wasm-liftoff	retained-by-subject	Subject matched the compiler/Wasm/memory/trap/CPU screening vocabulary. Present only on the newer endpoint side of the symmetric tag comparison.
v8/v8	7c8f08c27b0f26e53ef26f99d29114bb957082ee	2025-10-10T14:53:11Z	[js_fuzzer] Add string literals and regexpes unicode escaping.	other	screened-out	No subject or changed-path match to the defined engine/runtime mechanisms. Present only on the newer endpoint side of the symmetric tag comparison.
v8/v8	98127c5683d23eafd2b26e17333329e183e16ab3	2025-10-13T09:01:06-07:00	Update V8 DEPS (trusted)	other	screened-out	No subject or changed-path match to the defined engine/runtime mechanisms. Present only on the newer endpoint side of the symmetric tag comparison.
v8/v8	9964310901876b7dc21a9a0eda3a1ff5d5654189	2025-10-13T18:03:09+02:00	[flags] Reset --wasm-lazy-validation on correctness fuzzing	wasm-other	retained-by-subject	Subject matched the compiler/Wasm/memory/trap/CPU screening vocabulary. Present only on the newer endpoint side of the symmetric tag comparison.
v8/v8	d78323544b7f94001fc9b035ee01e398626f54a6	2025-10-10T14:47:14-04:00	[tracing] Add perfetto stubs and remove #if directives	heap-backing-store	retained-by-path	Changed a screened engine path; diff triaged by subsystem after full-range enumeration. Present only on the newer endpoint side of the symmetric tag comparison.
v8/v8	e1c7fd409632c31b360727e6c094a28773f97146	2025-10-13T15:48:54+08:00	[riscv] Implement Zicfiss for simulator	codegen-platform	retained-by-path	Changed a screened engine path; diff triaged by subsystem after full-range enumeration. Present only on the newer endpoint side of the symmetric tag comparison.
v8/v8	d4ca9db4048203243d4c8c91c6fc2c50652f8214	2025-10-13T22:02:31-07:00	Update fuzztest (trusted)	other	screened-out	No subject or changed-path match to the defined engine/runtime mechanisms. Present only on the newer endpoint side of the symmetric tag comparison.
v8/v8	4d5a1cd5b5fdad746abf59842d0ae82476206400	2025-10-13T21:51:09+02:00	[heap] Enable high-end Android mode on devices with 8GB of memory	other	retained-by-subject	Subject matched the compiler/Wasm/memory/trap/CPU screening vocabulary. Present only on the newer endpoint side of the symmetric tag comparison.
v8/v8	c6d5668fb5865e7d40157a28972a64bdc0e2f119	2025-10-13T21:02:50-07:00	Update V8 DEPS (trusted)	other	screened-out	No subject or changed-path match to the defined engine/runtime mechanisms. Present only on the newer endpoint side of the symmetric tag comparison.
v8/v8	891d8f1649db5486faed8153fe18c4254ba46ac5	2025-10-10T17:37:35+02:00	[maglev] More range int32 analysis	other	screened-out	No subject or changed-path match to the defined engine/runtime mechanisms. Present only on the newer endpoint side of the symmetric tag comparison.
v8/v8	ddf1b5dac063ad5d45313ba5b97f75dd96745dda	2025-10-14T08:27:09+02:00	[regexp] Fix a possible off-by-one in Trace::cp_offset	other	screened-out	No subject or changed-path match to the defined engine/runtime mechanisms. Present only on the newer endpoint side of the symmetric tag comparison.
v8/v8	f81674a6123972e674d4fee00b6463cff93cf95a	2025-10-13T19:01:38+02:00	[test][fuzzer] Do not dump the dummy module	wasm-tests	retained-by-path	Changed a screened engine path; diff triaged by subsystem after full-range enumeration. Present only on the newer endpoint side of the symmetric tag comparison.
v8/v8	d5ce63f4a3328d228dc170dc0228ab01b2112f43	2025-10-14T09:21:26+02:00	[presubmit] Run clang-format on all files in full presubmit mode	other	screened-out	No subject or changed-path match to the defined engine/runtime mechanisms. Present only on the newer endpoint side of the symmetric tag comparison.
v8/v8	7ef6a00176207b26a2585b163c12f35bedc9c1cf	2025-10-14T15:14:38+08:00	[loong64] Fix no pointer compression build	codegen-platform	retained-by-subject	Subject matched the compiler/Wasm/memory/trap/CPU screening vocabulary. Present only on the newer endpoint side of the symmetric tag comparison.
v8/v8	67ba8cf6378878ba5805adab273c9a174f515c57	2025-10-14T10:24:34+02:00	[regexp] Fix regress-451663011	other	screened-out	No subject or changed-path match to the defined engine/runtime mechanisms. Present only on the newer endpoint side of the symmetric tag comparison.
v8/v8	4e2469bbf8cb25a814eb3fce9a408ebf8025d910	2025-10-14T02:44:56-07:00	Revert "[presubmit] Run clang-format on all files in full presubmit mode"	other	screened-out	No subject or changed-path match to the defined engine/runtime mechanisms. Present only on the newer endpoint side of the symmetric tag comparison.
v8/v8	5f14c401410b01a42e1dd33c444203a992fcf780	2025-10-14T12:04:57+02:00	Reland "[presubmit] Run clang-format on all files in full presubmit mode"	other	screened-out	No subject or changed-path match to the defined engine/runtime mechanisms. Present only on the newer endpoint side of the symmetric tag comparison.
v8/v8	be1f9cbd6bbcc9b48924382d5601bd1d00f2a24d	2025-10-09T14:56:39+01:00	More C++23 build errors fixes in v8	wasm-runtime	retained-by-path	Changed a screened engine path; diff triaged by subsystem after full-range enumeration. Present only on the newer endpoint side of the symmetric tag comparison.
v8/v8	5868db33ba95544a8945bfc6f478cb79de0cf641	2025-10-14T12:50:36+02:00	[wasm] Differentiate the stack guard on loop back edges	wasm-runtime	retained-by-subject	Subject matched the compiler/Wasm/memory/trap/CPU screening vocabulary. Present only on the newer endpoint side of the symmetric tag comparison.
v8/v8	bea9a3656d8278a4590d12ffdbbb342942947f0d	2025-10-14T11:45:00Z	[js_fuzzer] increase probability of unicode escape	other	screened-out	No subject or changed-path match to the defined engine/runtime mechanisms. Present only on the newer endpoint side of the symmetric tag comparison.
v8/v8	ff9dbb26c2d401f6c2949a2b275f1e901c467444	2025-10-14T13:08:12+02:00	[wasm][arm64] Fix splat on memory64	wasm-liftoff	retained-by-subject	Subject matched the compiler/Wasm/memory/trap/CPU screening vocabulary. Present only on the newer endpoint side of the symmetric tag comparison.
v8/v8	c21ffb5593f54eb5f0af9ee88322278cd9c2ec9b	2025-10-14T14:36:01+02:00	[regexp] Mark the experimental engine experimental	other	screened-out	No subject or changed-path match to the defined engine/runtime mechanisms. Present only on the newer endpoint side of the symmetric tag comparison.
v8/v8	f7c2751ff9e362b668f6c0fbbcf2df2fe68f1635	2025-10-13T18:11:33+02:00	[tiering] Uniformly treat deopts which don't invalidate code	wasm-tests	retained-by-subject	Subject matched the compiler/Wasm/memory/trap/CPU screening vocabulary. Present only on the newer endpoint side of the symmetric tag comparison.
v8/v8	6e94f0a5185bdd94d47457d48713185991d2645a	2025-10-14T15:24:09+02:00	[wasm] Fix DrumBrake builtins on x64 and ARM64	wasm-runtime	retained-by-subject	Subject matched the compiler/Wasm/memory/trap/CPU screening vocabulary. Present only on the newer endpoint side of the symmetric tag comparison.
v8/v8	2c2ec05af61d949a24082d71dfabeb168d8b188d	2025-10-13T18:12:05+02:00	[test][inspector] Exit early on termination exception	other	screened-out	No subject or changed-path match to the defined engine/runtime mechanisms. Present only on the newer endpoint side of the symmetric tag comparison.
v8/v8	0aafb0b4205a52c16c67822241777b63bc7c9ee5	2025-10-13T17:30:29+02:00	[heap] Add flag to trace all objects during GC	heap-backing-store	retained-by-path	Changed a screened engine path; diff triaged by subsystem after full-range enumeration. Present only on the newer endpoint side of the symmetric tag comparison.
v8/v8	4cc9649483e0b232aeaf771ff0a8c857de2424e7	2025-10-14T16:08:08+02:00	[wasmfx] Emit effect handler tables	wasm-runtime	retained-by-subject	Subject matched the compiler/Wasm/memory/trap/CPU screening vocabulary. Present only on the newer endpoint side of the symmetric tag comparison.
v8/v8	415e397671e7a0e70e79e1c5102e54f1a9f5b08d	2025-10-14T09:02:54-07:00	Update V8 DEPS (trusted)	other	screened-out	No subject or changed-path match to the defined engine/runtime mechanisms. Present only on the newer endpoint side of the symmetric tag comparison.
